Golf;Ville;Département;Région;Architecte;Par Total;Nombre de Trous;Trou N°;Par du Trou;Index (HCP);Distance Noir (m);Distance Blanc (m);Distance Jaune (m);Distance Bleu (m);Distance Rouge (m);Slope Noir H;SSS Noir H;Slope Blanc H;SSS Blanc H;Slope Jaune H;SSS Jaune H;Slope Bleu H;SSS Bleu H;Slope Rouge H;SSS Rouge H;Slope Jaune F;SSS Jaune F;Slope Bleu F;SSS Bleu F;Slope Rouge F;SSS Rouge F;Distance Totale Noir (m);Distance Totale Blanc (m);Distance Totale Jaune (m);Distance Totale Bleu (m);Distance Totale Rouge (m)
Golf de Morfontaine;Mortefontaine;60 - Oise;Hauts-de-France;Tom Simpson;70;18;6;3;17;165;150;140;125;115;139;72.5;135;70.5;130;68.5;125;66.2;121;64.5;138;74.0;132;71.5;128;69.5;6100;5780;5450;5050;4750
Golf de Morfontaine;Mortefontaine;60 - Oise;Hauts-de-France;Tom Simpson;70;18;7;5;7;500;475;450;415;390;139;72.5;135;70.5;130;68.5;125;66.2;121;64.5;138;74.0;132;71.5;128;69.5;6100;5780;5450;5050;4750
Golf de Morfontaine;Mortefontaine;60 - Oise;Hauts-de-France;Tom Simpson;70;18;8;4;11;355;335;315;290;270;139;72.5;135;70.5;130;68.5;125;66.2;121;64.5;138;74.0;132;71.5;128;69.5;6100;5780;5450;5050;4750
Golf de Morfontaine;Mortefontaine;60 - Oise;Hauts-de-France;Tom Simpson;70;18;9;4;13;340;320;300;275;260;139;72.5;135;70.5;130;68.5;125;66.2;121;64.5;138;74.0;132;71.5;128;69.5;6100;5780;5450;5050;4750
Golf de Morfontaine;Mortefontaine;60 - Oise;Hauts-de-France;Tom Simpson;70;18;10;4;2;420;395;375;345;325;139;72.5;135;70.5;130;68.5;125;66.2;121;64.5;138;74.0;132;71.5;128;69.5;6100;5780;5450;5050;4750
Golf de Morfontaine;Mortefontaine;60 - Oise;Hauts-de-France;Tom Simpson;70;18;11;4;10;370;350;330;305;285;139;72.5;135;70.5;130;68.5;125;66.2;121;64.5;138;74.0;132;71.5;128;69.5;6100;5780;5450;5050;4750
Golf de Morfontaine;Mortefontaine;60 - Oise;Hauts-de-France;Tom Simpson;70;18;12;3;16;170;155;145;130;120;139;72.5;135;70.5;130;68.5;125;66.2;121;64.5;138;74.0;132;71.5;128;69.5;6100;5780;5450;5050;4750
Golf de Morfontaine;Mortefontaine;60 - Oise;Hauts-de-France;Tom Simpson;70;18;13;4;4;400;380;355;330;310;139;72.5;135;70.5;130;68.5;125;66.2;121;64.5;138;74.0;132;71.5;128;69.5;6100;5780;5450;5050;4750
Golf de Morfontaine;Mortefontaine;60 - Oise;Hauts-de-France;Tom Simpson;70;18;14;4;8;385;365;345;320;300;139;72.5;135;70.5;130;68.5;125;66.2;121;64.5;138;74.0;132;71.5;128;69.5;6100;5780;5450;5050;4750
Golf de Morfontaine;Mortefontaine;60 - Oise;Hauts-de-France;Tom Simpson;70;18;15;5;6;505;480;455;420;395;139;72.5;135;70.5;130;68.5;125;66.2;121;64.5;138;74.0;132;71.5;128;69.5;6100;5780;5450;5050;4750
Golf de Morfontaine;Mortefontaine;60 - Oise;Hauts-de-France;Tom Simpson;70;18;16;3;18;155;140;130;120;110;139;72.5;135;70.5;130;68.5;125;66.2;121;64.5;138;74.0;132;71.5;128;69.5;6100;5780;5450;5050;4750
Golf de Morfontaine;Mortefontaine;60 - Oise;Hauts-de-France;Tom Simpson;70;18;17;4;12;350;330;310;285;265;139;72.5;135;70.5;130;68.5;125;66.2;121;64.5;138;74.0;132;71.5;128;69.5;6100;5780;5450;5050;4750
Golf de Morfontaine;Mortefontaine;60 - Oise;Hauts-de-France;Tom Simpson;70;18;18;4;14;330;350;290;270;260;139;72.5;135;70.5;130;68.5;125;66.2;121;64.5;138;74.0;132;71.5;128;69.5;6100;5780;5450;5050;4750
Golf de Biarritz Le Phare;Biarritz;64 - Pyrénées-Atlantiques;Nouvelle-Aquitaine;Willie Dunn / Tom Simpson;69;18;1;4;7;345;325;305;280;265;130;69.5;127;68.0;123;66.2;118;64.0;115;62.5;130;71.5;125;69.2;121;67.5;5402;5150;4850;4500;4250
Golf de Biarritz Le Phare;Biarritz;64 - Pyrénées-Atlantiques;Nouvelle-Aquitaine;Willie Dunn / Tom Simpson;69;18;2;3;15;155;145;135;120;110;130;69.5;127;68.0;123;66.2;118;64.0;115;62.5;130;71.5;125;69.2;121;67.5;5402;5150;4850;4500;4250
Golf de Biarritz Le Phare;Biarritz;64 - Pyrénées-Atlantiques;Nouvelle-Aquitaine;Willie Dunn / Tom Simpson;69;18;3;4;3;370;350;330;305;285;130;69.5;127;68.0;123;66.2;118;64.0;115;62.5;130;71.5;125;69.2;121;67.5;5402;5150;4850;4500;4250
Golf de Biarritz Le Phare;Biarritz;64 - Pyrénées-Atlantiques;Nouvelle-Aquitaine;Willie Dunn / Tom Simpson;69;18;4;3;17;145;135;125;115;105;130;69.5;127;68.0;123;66.2;118;64.0;115;62.5;130;71.5;125;69.2;121;67.5;5402;5150;4850;4500;4250
Golf de Biarritz Le Phare;Biarritz;64 - Pyrénées-Atlantiques;Nouvelle-Aquitaine;Willie Dunn / Tom Simpson;69;18;5;4;1;395;375;355;330;310;130;69.5;127;68.0;123;66.2;118;64.0;115;62.5;130;71.5;125;69.2;121;67.5;5402;5150;4850;4500;4250
Golf de Biarritz Le Phare;Biarritz;64 - Pyrénées-Atlantiques;Nouvelle-Aquitaine;Willie Dunn / Tom Simpson;69;18;6;4;9;340;320;300;280;260;130;69.5;127;68.0;123;66.2;118;64.0;115;62.5;130;71.5;125;69.2;121;67.5;5402;5150;4850;4500;4250
Golf de Biarritz Le Phare;Biarritz;64 - Pyrénées-Atlantiques;Nouvelle-Aquitaine;Willie Dunn / Tom Simpson;69;18;7;3;13;165;155;145;130;120;130;69.5;127;68.0;123;66.2;118;64.0;115;62.5;130;71.5;125;69.2;121;67.5;5402;5150;4850;4500;4250
Golf de Biarritz Le Phare;Biarritz;64 - Pyrénées-Atlantiques;Nouvelle-Aquitaine;Willie Dunn / Tom Simpson;69;18;8;4;5;365;345;325;300;280;130;69.5;127;68.0;123;66.2;118;64.0;115;62.5;130;71.5;125;69.2;121;67.5;5402;5150;4850;4500;4250
Golf de Biarritz Le Phare;Biarritz;64 - Pyrénées-Atlantiques;Nouvelle-Aquitaine;Willie Dunn / Tom Simpson;69;18;9;4;11;320;305;285;265;250;130;69.5;127;68.0;123;66.2;118;64.0;115;62.5;130;71.5;125;69.2;121;67.5;5402;5150;4850;4500;4250
Golf de Biarritz Le Phare;Biarritz;64 - Pyrénées-Atlantiques;Nouvelle-Aquitaine;Willie Dunn / Tom Simpson;69;18;10;4;2;380;360;340;315;295;130;69.5;127;68.0;123;66.2;118;64.0;115;62.5;130;71.5;125;69.2;121;67.5;5402;5150;4850;4500;4250
Golf de Biarritz Le Phare;Biarritz;64 - Pyrénées-Atlantiques;Nouvelle-Aquitaine;Willie Dunn / Tom Simpson;69;18;11;3;16;150;140;130;120;110;130;69.5;127;68.0;123;66.2;118;64.0;115;62.5;130;71.5;125;69.2;121;67.5;5402;5150;4850;4500;4250
Golf de Biarritz Le Phare;Biarritz;64 - Pyrénées-Atlantiques;Nouvelle-Aquitaine;Willie Dunn / Tom Simpson;69;18;12;4;10;335;320;300;280;260;130;69.5;127;68.0;123;66.2;118;64.0;115;62.5;130;71.5;125;69.2;121;67.5;5402;5150;4850;4500;4250
Golf de Biarritz Le Phare;Biarritz;64 - Pyrénées-Atlantiques;Nouvelle-Aquitaine;Willie Dunn / Tom Simpson;69;18;13;4;4;370;350;330;305;285;130;69.5;127;68.0;123;66.2;118;64.0;115;62.5;130;71.5;125;69.2;121;67.5;5402;5150;4850;4500;4250
Golf de Biarritz Le Phare;Biarritz;64 - Pyrénées-Atlantiques;Nouvelle-Aquitaine;Willie Dunn / Tom Simpson;69;18;14;3;18;140;130;120;110;100;130;69.5;127;68.0;123;66.2;118;64.0;115;62.5;130;71.5;125;69.2;121;67.5;5402;5150;4850;4500;4250
Golf de Biarritz Le Phare;Biarritz;64 - Pyrénées-Atlantiques;Nouvelle-Aquitaine;Willie Dunn / Tom Simpson;69;18;15;4;6;355;335;315;290;275;130;69.5;127;68.0;123;66.2;118;64.0;115;62.5;130;71.5;125;69.2;121;67.5;5402;5150;4850;4500;4250
Golf de Biarritz Le Phare;Biarritz;64 - Pyrénées-Atlantiques;Nouvelle-Aquitaine;Willie Dunn / Tom Simpson;69;18;16;4;8;345;330;310;285;270;130;69.5;127;68.0;123;66.2;118;64.0;115;62.5;130;71.5;125;69.2;121;67.5;5402;5150;4850;4500;4250
Golf de Biarritz Le Phare;Biarritz;64 - Pyrénées-Atlantiques;Nouvelle-Aquitaine;Willie Dunn / Tom Simpson;69;18;17;5;12;470;450;425;395;375;130;69.5;127;68.0;123;66.2;118;64.0;115;62.5;130;71.5;125;69.2;121;67.5;5402;5150;4850;4500;4250
Golf de Biarritz Le Phare;Biarritz;64 - Pyrénées-Atlantiques;Nouvelle-Aquitaine;Willie Dunn / Tom Simpson;69;18;18;3;14;157;180;175;175;145;130;69.5;127;68.0;123;66.2;118;64.0;115;62.5;130;71.5;125;69.2;121;67.5;5402;5150;4850;4500;4250
Golf de Seignosse;Seignosse;40 - Landes;Nouvelle-Aquitaine;Robert von Hagge;72;18;1;4;11;360;340;320;295;275;143;74.0;138;71.8;133;69.5;127;67.0;124;65.5;141;75.0;135;72.5;131;70.8;6200;5850;5490;5080;4780
Golf de Seignosse;Seignosse;40 - Landes;Nouvelle-Aquitaine;Robert von Hagge;72;18;2;4;3;405;385;360;330;310;143;74.0;138;71.8;133;69.5;127;67.0;124;65.5;141;75.0;135;72.5;131;70.8;6200;5850;5490;5080;4780
Golf de Seignosse;Seignosse;40 - Landes;Nouvelle-Aquitaine;Robert von Hagge;72;18;3;3;15;180;165;150;135;125;143;74.0;138;71.8;133;69.5;127;67.0;124;65.5;141;75.0;135;72.5;131;70.8;6200;5850;5490;5080;4780
Golf de Seignosse;Seignosse;40 - Landes;Nouvelle-Aquitaine;Robert von Hagge;72;18;4;5;5;520;495;465;430;405;143;74.0;138;71.8;133;69.5;127;67.0;124;65.5;141;75.0;135;72.5;131;70.8;6200;5850;5490;5080;4780
Golf de Seignosse;Seignosse;40 - Landes;Nouvelle-Aquitaine;Robert von Hagge;72;18;5;4;1;430;405;380;350;330;143;74.0;138;71.8;133;69.5;127;67.0;124;65.5;141;75.0;135;72.5;131;70.8;6200;5850;5490;5080;4780
Golf de Seignosse;Seignosse;40 - Landes;Nouvelle-Aquitaine;Robert von Hagge;72;18;6;4;9;365;345;325;300;280;143;74.0;138;71.8;133;69.5;127;67.0;124;65.5;141;75.0;135;72.5;131;70.8;6200;5850;5490;5080;4780
Golf de Seignosse;Seignosse;40 - Landes;Nouvelle-Aquitaine;Robert von Hagge;72;18;7;3;17;170;155;145;130;120;143;74.0;138;71.8;133;69.5;127;67.0;124;65.5;141;75.0;135;72.5;131;70.8;6200;5850;5490;5080;4780
Golf de Seignosse;Seignosse;40 - Landes;Nouvelle-Aquitaine;Robert von Hagge;72;18;8;5;7;510;485;455;420;395;143;74.0;138;71.8;133;69.5;127;67.0;124;65.5;141;75.0;135;72.5;131;70.8;6200;5850;5490;5080;4780
Golf de Seignosse;Seignosse;40 - Landes;Nouvelle-Aquitaine;Robert von Hagge;72;18;9;4;13;345;325;305;280;265;143;74.0;138;71.8;133;69.5;127;67.0;124;65.5;141;75.0;135;72.5;131;70.8;6200;5850;5490;5080;4780
Golf de Seignosse;Seignosse;40 - Landes;Nouvelle-Aquitaine;Robert von Hagge;72;18;10;4;2;415;390;365;335;315;143;74.0;138;71.8;133;69.5;127;67.0;124;65.5;141;75.0;135;72.5;131;70.8;6200;5850;5490;5080;4780
Golf de Seignosse;Seignosse;40 - Landes;Nouvelle-Aquitaine;Robert von Hagge;72;18;11;3;16;175;160;150;135;120;143;74.0;138;71.8;133;69.5;127;67.0;124;65.5;141;75.0;135;72.5;131;70.8;6200;5850;5490;5080;4780
Golf de Seignosse;Seignosse;40 - Landes;Nouvelle-Aquitaine;Robert von Hagge;72;18;12;4;10;375;355;330;305;285;143;74.0;138;71.8;133;69.5;127;67.0;124;65.5;141;75.0;135;72.5;131;70.8;6200;5850;5490;5080;4780
Golf de Seignosse;Seignosse;40 - Landes;Nouvelle-Aquitaine;Robert von Hagge;72;18;13;4;4;400;375;350;325;305;143;74.0;138;71.8;133;69.5;127;67.0;124;65.5;141;75.0;135;72.5;131;70.8;6200;5850;5490;5080;4780
Golf de Seignosse;Seignosse;40 - Landes;Nouvelle-Aquitaine;Robert von Hagge;72;18;14;5;6;515;490;460;425;400;143;74.0;138;71.8;133;69.5;127;67.0;124;65.5;141;75.0;135;72.5;131;70.8;6200;5850;5490;5080;4780
Golf de Seignosse;Seignosse;40 - Landes;Nouvelle-Aquitaine;Robert von Hagge;72;18;15;4;14;340;320;300;275;260;143;74.0;138;71.8;133;69.5;127;67.0;124;65.5;141;75.0;135;72.5;131;70.8;6200;5850;5490;5080;4780
Golf de Seignosse;Seignosse;40 - Landes;Nouvelle-Aquitaine;Robert von Hagge;72;18;16;3;18;160;145;135;120;110;143;74.0;138;71.8;133;69.5;127;67.0;124;65.5;141;75.0;135;72.5;131;70.8;6200;5850;5490;5080;4780
Golf de Seignosse;Seignosse;40 - Landes;Nouvelle-Aquitaine;Robert von Hagge;72;18;17;4;8;385;365;340;315;295;143;74.0;138;71.8;133;69.5;127;67.0;124;65.5;141;75.0;135;72.5;131;70.8;6200;5850;5490;5080;4780
Golf de Seignosse;Seignosse;40 - Landes;Nouvelle-Aquitaine;Robert von Hagge;72;18;18;5;12;550;500;455;455;385;143;74.0;138;71.8;133;69.5;127;67.0;124;65.5;141;75.0;135;72.5;131;70.8;6200;5850;5490;5080;4780
Terre Blanche - Le Château;Tourrettes;83 - Var;Provence-Alpes-Côte d'Azur;Dave Thomas;72;18;1;4;7;385;365;340;315;295;148;75.8;143;73.5;138;71.2;132;68.5;128;66.8;146;77.0;140;74.5;136;72.5;6450;6080;5710;5280;4950
Terre Blanche - Le Château;Tourrettes;83 - Var;Provence-Alpes-Côte d'Azur;Dave Thomas;72;18;2;5;3;535;505;475;440;415;148;75.8;143;73.5;138;71.2;132;68.5;128;66.8;146;77.0;140;74.5;136;72.5;6450;6080;5710;5280;4950
Terre Blanche - Le Château;Tourrettes;83 - Var;Provence-Alpes-Côte d'Azur;Dave Thomas;72;18;3;3;15;185;170;155;140;130;148;75.8;143;73.5;138;71.2;132;68.5;128;66.8;146;77.0;140;74.5;136;72.5;6450;6080;5710;5280;4950
Terre Blanche - Le Château;Tourrettes;83 - Var;Provence-Alpes-Côte d'Azur;Dave Thomas;72;18;4;4;1;440;415;390;360;340;148;75.8;143;73.5;138;71.2;132;68.5;128;66.8;146;77.0;140;74.5;136;72.5;6450;6080;5710;5280;4950
Terre Blanche - Le Château;Tourrettes;83 - Var;Provence-Alpes-Côte d'Azur;Dave Thomas;72;18;5;4;9;375;355;335;310;290;148;75.8;143;73.5;138;71.2;132;68.5;128;66.8;146;77.0;140;74.5;136;72.5;6450;6080;5710;5280;4950
Terre Blanche - Le Château;Tourrettes;83 - Var;Provence-Alpes-Côte d'Azur;Dave Thomas;72;18;6;4;11;355;335;315;290;270;148;75.8;143;73.5;138;71.2;132;68.5;128;66.8;146;77.0;140;74.5;136;72.5;6450;6080;5710;5280;4950
Terre Blanche - Le Château;Tourrettes;83 - Var;Provence-Alpes-Côte d'Azur;Dave Thomas;72;18;7;3;17;175;160;150;135;120;148;75.8;143;73.5;138;71.2;132;68.5;128;66.8;146;77.0;140;74.5;136;72.5;6450;6080;5710;5280;4950
Terre Blanche - Le Château;Tourrettes;83 - Var;Provence-Alpes-Côte d'Azur;Dave Thomas;72;18;8;5;5;525;500;470;435;410;148;75.8;143;73.5;138;71.2;132;68.5;128;66.8;146;77.0;140;74.5;136;72.5;6450;6080;5710;5280;4950
Terre Blanche - Le Château;Tourrettes;83 - Var;Provence-Alpes-Côte d'Azur;Dave Thomas;72;18;9;4;13;360;340;320;295;275;148;75.8;143;73.5;138;71.2;132;68.5;128;66.8;146;77.0;140;74.5;136;72.5;6450;6080;5710;5280;4950
Terre Blanche - Le Château;Tourrettes;83 - Var;Provence-Alpes-Côte d'Azur;Dave Thomas;72;18;10;4;2;430;405;380;350;330;148;75.8;143;73.5;138;71.2;132;68.5;128;66.8;146;77.0;140;74.5;136;72.5;6450;6080;5710;5280;4950
Terre Blanche - Le Château;Tourrettes;83 - Var;Provence-Alpes-Côte d'Azur;Dave Thomas;72;18;11;3;16;170;155;145;130;115;148;75.8;143;73.5;138;71.2;132;68.5;128;66.8;146;77.0;140;74.5;136;72.5;6450;6080;5710;5280;4950
Terre Blanche - Le Château;Tourrettes;83 - Var;Provence-Alpes-Côte d'Azur;Dave Thomas;72;18;12;4;10;380;360;340;310;290;148;75.8;143;73.5;138;71.2;132;68.5;128;66.8;146;77.0;140;74.5;136;72.5;6450;6080;5710;5280;4950
Terre Blanche - Le Château;Tourrettes;83 - Var;Provence-Alpes-Côte d'Azur;Dave Thomas;72;18;13;4;4;410;385;360;330;310;148;75.8;143;73.5;138;71.2;132;68.5;128;66.8;146;77.0;140;74.5;136;72.5;6450;6080;5710;5280;4950
Terre Blanche - Le Château;Tourrettes;83 - Var;Provence-Alpes-Côte d'Azur;Dave Thomas;72;18;14;5;6;530;500;470;435;410;148;75.8;143;73.5;138;71.2;132;68.5;128;66.8;146;77.0;140;74.5;136;72.5;6450;6080;5710;5280;4950
Terre Blanche - Le Château;Tourrettes;83 - Var;Provence-Alpes-Côte d'Azur;Dave Thomas;72;18;15;4;14;345;325;305;280;265;148;75.8;143;73.5;138;71.2;132;68.5;128;66.8;146;77.0;140;74.5;136;72.5;6450;6080;5710;5280;4950
Terre Blanche - Le Château;Tourrettes;83 - Var;Provence-Alpes-Côte d'Azur;Dave Thomas;72;18;16;3;18;165;150;140;125;115;148;75.8;143;73.5;138;71.2;132;68.5;128;66.8;146;77.0;140;74.5;136;72.5;6450;6080;5710;5280;4950
Terre Blanche - Le Château;Tourrettes;83 - Var;Provence-Alpes-Côte d'Azur;Dave Thomas;72;18;17;4;8;395;375;350;325;305;148;75.8;143;73.5;138;71.2;132;68.5;128;66.8;146;77.0;140;74.5;136;72.5;6450;6080;5710;5280;4950
Terre Blanche - Le Château;Tourrettes;83 - Var;Provence-Alpes-Côte d'Azur;Dave Thomas;72;18;18;5;12;490;480;470;425;365;148;75.8;143;73.5;138;71.2;132;68.5;128;66.8;146;77.0;140;74.5;136;72.5;6450;6080;5710;5280;4950
Golf de Fontainebleau;Fontainebleau;77 - Seine-et-Marne;Île-de-France;Tom Simpson;72;18;1;4;9;370;350;330;305;285;138;72.8;134;70.8;129;68.8;124;66.5;120;65.0;137;74.0;131;71.5;127;69.8;6150;5820;5470;5080;4780
Golf de Fontainebleau;Fontainebleau;77 - Seine-et-Marne;Île-de-France;Tom Simpson;72;18;2;4;3;400;380;355;330;310;138;72.8;134;70.8;129;68.8;124;66.5;120;65.0;137;74.0;131;71.5;127;69.8;6150;5820;5470;5080;4780
Golf de Fontainebleau;Fontainebleau;77 - Seine-et-Marne;Île-de-France;Tom Simpson;72;18;3;3;15;175;160;150;135;120;138;72.8;134;70.8;129;68.8;124;66.5;120;65.0;137;74.0;131;71.5;127;69.8;6150;5820;5470;5080;4780
Golf de Fontainebleau;Fontainebleau;77 - Seine-et-Marne;Île-de-France;Tom Simpson;72;18;4;5;5;505;480;450;415;390;138;72.8;134;70.8;129;68.8;124;66.5;120;65.0;137;74.0;131;71.5;127;69.8;6150;5820;5470;5080;4780
Golf de Fontainebleau;Fontainebleau;77 - Seine-et-Marne;Île-de-France;Tom Simpson;72;18;5;4;1;420;395;370;340;320;138;72.8;134;70.8;129;68.8;124;66.5;120;65.0;137;74.0;131;71.5;127;69.8;6150;5820;5470;5080;4780
Golf de Fontainebleau;Fontainebleau;77 - Seine-et-Marne;Île-de-France;Tom Simpson;72;18;6;4;11;355;335;315;290;275;138;72.8;134;70.8;129;68.8;124;66.5;120;65.0;137;74.0;131;71.5;127;69.8;6150;5820;5470;5080;4780
Golf de Fontainebleau;Fontainebleau;77 - Seine-et-Marne;Île-de-France;Tom Simpson;72;18;7;3;17;165;150;140;125;115;138;72.8;134;70.8;129;68.8;124;66.5;120;65.0;137;74.0;131;71.5;127;69.8;6150;5820;5470;5080;4780
Golf de Fontainebleau;Fontainebleau;77 - Seine-et-Marne;Île-de-France;Tom Simpson;72;18;8;5;7;500;475;445;415;390;138;72.8;134;70.8;129;68.8;124;66.5;120;65.0;137;74.0;131;71.5;127;69.8;6150;5820;5470;5080;4780
Golf de Fontainebleau;Fontainebleau;77 - Seine-et-Marne;Île-de-France;Tom Simpson;72;18;9;4;13;345;325;305;285;265;138;72.8;134;70.8;129;68.8;124;66.5;120;65.0;137;74.0;131;71.5;127;69.8;6150;5820;5470;5080;4780
Golf de Fontainebleau;Fontainebleau;77 - Seine-et-Marne;Île-de-France;Tom Simpson;72;18;10;4;2;415;390;365;340;320;138;72.8;134;70.8;129;68.8;124;66.5;120;65.0;137;74.0;131;71.5;127;69.8;6150;5820;5470;5080;4780
Golf de Fontainebleau;Fontainebleau;77 - Seine-et-Marne;Île-de-France;Tom Simpson;72;18;11;3;16;170;155;145;130;120;138;72.8;134;70.8;129;68.8;124;66.5;120;65.0;137;74.0;131;71.5;127;69.8;6150;5820;5470;5080;4780
Golf de Fontainebleau;Fontainebleau;77 - Seine-et-Marne;Île-de-France;Tom Simpson;72;18;12;4;10;370;350;330;305;285;138;72.8;134;70.8;129;68.8;124;66.5;120;65.0;137;74.0;131;71.5;127;69.8;6150;5820;5470;5080;4780
Golf de Fontainebleau;Fontainebleau;77 - Seine-et-Marne;Île-de-France;Tom Simpson;72;18;13;4;4;395;375;350;325;305;138;72.8;134;70.8;129;68.8;124;66.5;120;65.0;137;74.0;131;71.5;127;69.8;6150;5820;5470;5080;4780
Golf de Fontainebleau;Fontainebleau;77 - Seine-et-Marne;Île-de-France;Tom Simpson;72;18;14;5;6;510;485;455;420;395;138;72.8;134;70.8;129;68.8;124;66.5;120;65.0;137;74.0;131;71.5;127;69.8;6150;5820;5470;5080;4780
Golf de Fontainebleau;Fontainebleau;77 - Seine-et-Marne;Île-de-France;Tom Simpson;72;18;15;4;14;340;320;300;280;260;138;72.8;134;70.8;129;68.8;124;66.5;120;65.0;137;74.0;131;71.5;127;69.8;6150;5820;5470;5080;4780
Golf de Fontainebleau;Fontainebleau;77 - Seine-et-Marne;Île-de-France;Tom Simpson;72;18;16;3;18;160;145;135;120;110;138;72.8;134;70.8;129;68.8;124;66.5;120;65.0;137;74.0;131;71.5;127;69.8;6150;5820;5470;5080;4780
Golf de Fontainebleau;Fontainebleau;77 - Seine-et-Marne;Île-de-France;Tom Simpson;72;18;17;4;8;385;365;345;320;300;138;72.8;134;70.8;129;68.8;124;66.5;120;65.0;137;74.0;131;71.5;127;69.8;6150;5820;5470;5080;4780
Golf de Fontainebleau;Fontainebleau;77 - Seine-et-Marne;Île-de-France;Tom Simpson;72;18;18;5;12;470;485;435;400;395;138;72.8;134;70.8;129;68.8;124;66.5;120;65.0;137;74.0;131;71.5;127;69.8;6150;5820;5470;5080;4780
Golf Barrière de Deauville;Deauville;14 - Calvados;Normandie;Tom Simpson;71;18;1;4;7;365;345;325;300;280;136;72.0;132;70.0;128;68.2;123;66.0;120;64.5;135;73.5;130;71.0;126;69.2;5951;5620;5300;4900;4620
Golf Barrière de Deauville;Deauville;14 - Calvados;Normandie;Tom Simpson;71;18;2;4;3;395;375;350;325;305;136;72.0;132;70.0;128;68.2;123;66.0;120;64.5;135;73.5;130;71.0;126;69.2;5951;5620;5300;4900;4620
Golf Barrière de Deauville;Deauville;14 - Calvados;Normandie;Tom Simpson;71;18;3;3;15;170;155;145;130;120;136;72.0;132;70.0;128;68.2;123;66.0;120;64.5;135;73.5;130;71.0;126;69.2;5951;5620;5300;4900;4620
Golf Barrière de Deauville;Deauville;14 - Calvados;Normandie;Tom Simpson;71;18;4;4;1;415;395;370;340;320;136;72.0;132;70.0;128;68.2;123;66.0;120;64.5;135;73.5;130;71.0;126;69.2;5951;5620;5300;4900;4620
Golf Barrière de Deauville;Deauville;14 - Calvados;Normandie;Tom Simpson;71;18;5;4;9;360;340;320;295;275;136;72.0;132;70.0;128;68.2;123;66.0;120;64.5;135;73.5;130;71.0;126;69.2;5951;5620;5300;4900;4620
Golf Barrière de Deauville;Deauville;14 - Calvados;Normandie;Tom Simpson;71;18;6;5;5;505;480;455;420;395;136;72.0;132;70.0;128;68.2;123;66.0;120;64.5;135;73.5;130;71.0;126;69.2;5951;5620;5300;4900;4620
Golf Barrière de Deauville;Deauville;14 - Calvados;Normandie;Tom Simpson;71;18;7;3;17;160;145;135;120;110;136;72.0;132;70.0;128;68.2;123;66.0;120;64.5;135;73.5;130;71.0;126;69.2;5951;5620;5300;4900;4620
Golf Barrière de Deauville;Deauville;14 - Calvados;Normandie;Tom Simpson;71;18;8;4;11;345;325;305;280;265;136;72.0;132;70.0;128;68.2;123;66.0;120;64.5;135;73.5;130;71.0;126;69.2;5951;5620;5300;4900;4620
Golf Barrière de Deauville;Deauville;14 - Calvados;Normandie;Tom Simpson;71;18;9;4;13;335;315;295;275;255;136;72.0;132;70.0;128;68.2;123;66.0;120;64.5;135;73.5;130;71.0;126;69.2;5951;5620;5300;4900;4620
Golf Barrière de Deauville;Deauville;14 - Calvados;Normandie;Tom Simpson;71;18;10;4;2;410;385;365;335;315;136;72.0;132;70.0;128;68.2;123;66.0;120;64.5;135;73.5;130;71.0;126;69.2;5951;5620;5300;4900;4620
Golf Barrière de Deauville;Deauville;14 - Calvados;Normandie;Tom Simpson;71;18;11;3;16;165;150;140;125;115;136;72.0;132;70.0;128;68.2;123;66.0;120;64.5;135;73.5;130;71.0;126;69.2;5951;5620;5300;4900;4620
Golf Barrière de Deauville;Deauville;14 - Calvados;Normandie;Tom Simpson;71;18;12;4;10;370;350;330;305;285;136;72.0;132;70.0;128;68.2;123;66.0;120;64.5;135;73.5;130;71.0;126;69.2;5951;5620;5300;4900;4620
Golf Barrière de Deauville;Deauville;14 - Calvados;Normandie;Tom Simpson;71;18;13;5;4;500;475;450;415;390;136;72.0;132;70.0;128;68.2;123;66.0;120;64.5;135;73.5;130;71.0;126;69.2;5951;5620;5300;4900;4620
Golf Barrière de Deauville;Deauville;14 - Calvados;Normandie;Tom Simpson;71;18;14;4;6;385;365;345;320;300;136;72.0;132;70.0;128;68.2;123;66.0;120;64.5;135;73.5;130;71.0;126;69.2;5951;5620;5300;4900;4620
Golf Barrière de Deauville;Deauville;14 - Calvados;Normandie;Tom Simpson;71;18;15;4;14;340;320;300;280;260;136;72.0;132;70.0;128;68.2;123;66.0;120;64.5;135;73.5;130;71.0;126;69.2;5951;5620;5300;4900;4620
Golf Barrière de Deauville;Deauville;14 - Calvados;Normandie;Tom Simpson;71;18;16;3;18;155;140;130;115;105;136;72.0;132;70.0;128;68.2;123;66.0;120;64.5;135;73.5;130;71.0;126;69.2;5951;5620;5300;4900;4620
Golf Barrière de Deauville;Deauville;14 - Calvados;Normandie;Tom Simpson;71;18;17;4;8;380;360;340;315;295;136;72.0;132;70.0;128;68.2;123;66.0;120;64.5;135;73.5;130;71.0;126;69.2;5951;5620;5300;4900;4620
Golf Barrière de Deauville;Deauville;14 - Calvados;Normandie;Tom Simpson;71;18;18;4;12;396;400;400;305;330;136;72.0;132;70.0;128;68.2;123;66.0;120;64.5;135;73.5;130;71.0;126;69.2;5951;5620;5300;4900;4620
